timestamp,sensor_idx,best_cost,x,y,z,pitch,yaw
0.11737465858459473,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19951121902426572,-1.1329704620709515,1.0451247529689869
0.33614349365234375,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.1996704051753388,-1.1329704620709515,1.0451247529689869
0.5549144744873047,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19985804533420237,-1.1329704620709515,1.0451247529689869
0.7757277488708496,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.1994140068509932,-1.1329704620709515,1.0451247529689869
1.000154733657837,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.1997788873279212,-1.1329704620709515,1.0451247529689869
1.221726894378662,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19995141147130596,-1.1329704620709515,1.0451247529689869
1.4465019702911377,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19997828901879944,-1.1329704620709515,1.0451247529689869
1.6685035228729248,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19856641305186085,-1.1329704620709515,1.0451247529689869
1.8899142742156982,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19960260687705328,-1.1329704620709515,1.0451247529689869
2.1087148189544678,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.1980307221314202,-1.1329704620709515,1.0451247529689869
2.327760696411133,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19979273478699483,-1.1329704620709515,1.0451247529689869
2.546736240386963,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19925676036466355,-1.1329704620709515,1.0451247529689869
2.7928013801574707,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19765029432897752,-1.1329704620709515,1.0451247529689869
3.0164756774902344,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19839094441882932,-1.1329704620709515,1.0451247529689869
3.241576671600342,2,2.571066218566066e-10,0.09863725054027696,0.29948389940887166,0.19910801628887942,-1.1329704620709515,1.0451247529689869
3.4644124507904053,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.19999051007113783,-1.1329704620709515,1.0451247529689869
3.686772108078003,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.19986159486004457,-1.1329704620709515,1.0451247529689869
3.9101474285125732,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.1996660609823655,-1.1329704620709515,1.0451247529689869
4.130764961242676,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.19967289904442498,-1.1329704620709515,1.0451247529689869
4.352113246917725,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.19899079289557076,-1.1329704620709515,1.0451247529689869
4.574055194854736,2,2.5707348228088893e-10,0.09863725054027696,0.29948389940887166,0.19987365062336082,-1.1329704620709515,1.0451247529689869
